Nom du commerce;Adresse;Code postal;Type de commerce;Fabriqué à Paris;Services;Description;Précisions;Site internet;Téléphone;Mail;geo_shape;geo_point_2d
Michel BOUETARD;Face au 1 Quai de la Tournelle;75005;Librairie;non;Livraisons à domicile, Retrait de commandes en magasin;vente de livres anciens - site internet www.sombrero75.com - Retrait possible aussi au 40 Notre Dame de Lorette Paris 9e;;http://www.sombrero75.com;06 13 17 10 79;michel.bouetard@sombrero75.com;"{""coordinates"": [2.3556913032776654, 48.84961630995375], ""type"": ""Point""}";48.84961630995375, 2.3556913032776654
La Nouvelle Chambre Claire;3, rue d'Arras;75005;Librairie;non;Livraisons à domicile, Retrait de commandes en magasin;La Nouvelle Chambre Claire a pour vocation de défendre le livre comme medium pour montrer le travail des photographes. On y trouve des livres neufs, des épuisés et des éditions limitées.;Librairie de Photographie;https://la-chambre-claire.fr/;01 42 01 37 36;info@la-chambre-claire.fr;"{""coordinates"": [2.3518081032279414, 48.847459097119064], ""type"": ""Point""}";48.847459097119064, 2.3518081032279414
The Real Mc Coy;194 rue de Grenelle;75007;Épicerie fine;non;Livraisons à domicile, Retrait de commandes en magasin;"Grocery store
American products
Thanksgiving items
Delivery";Épicerie américaine;;01 45 56 00 00;us.food@wanadoo.fr;"{""coordinates"": [2.3048942417107803, 48.85741410979391], ""type"": ""Point""}";48.85741410979391, 2.3048942417107803
Stohrer;23, rue Lepic;75018;Boulangerie - pâtisserie;non;Livraisons à domicile, Retrait de commandes en magasin;La plus ancienne pâtisserie de Paris;;http://www.stohrer.fr;01 53 41 62 97;contact@stohrer.fr;"{""coordinates"": [2.334094943302406, 48.885295701793915], ""type"": ""Point""}";48.885295701793915, 2.334094943302406
PASSAGE DORE;6 RUE DU CHATEAU D'EAU;75010;Autre;non;Livraisons à domicile, Retrait de commandes en magasin;Passage Doré est le concept store parisien Louise Damas, créatrice de bijoux et Fauvette Paris qui est spécialisée dans la maroquinerie. Elles ont également une sélection déco de jolies curiosités !;;https://passagedore.com/;01 40 37 03 54;contact@passagedore.com;"{""coordinates"": [2.3615669801431545, 48.86949423139997], ""type"": ""Point""}";48.86949423139997, 2.3615669801431545
VIA CHOCOLAT;5 RUE JEAN BAPTISTE PIGALLE;75009;Chocolaterie - Pâtisserie;non;Livraisons à domicile, Retrait de commandes en magasin;Le retrait et la commande en magasin se font a date et heure choisies par le client sur le module CHOCOLIB accessible sur le site www.viachocolat.com;CHOCOLATERIE;;06 80 18 16 59;michel@viachocolat.com;"{""coordinates"": [2.3321304646548677, 48.87815828707955], ""type"": ""Point""}";48.87815828707955, 2.3321304646548677
La Boutique MOSO;105 rue Raymond Losserand;75014;Alimentation générale et produits de première nécessité;non;Livraisons à domicile, Retrait de commandes en magasin;Boutique indépendante de cosmétiques et produits d'hygiène naturels et bio. Livraison et click and collect à Paris.;;https://www.laboutiquemoso.fr;;service-client@laboutiquemoso.fr;"{""coordinates"": [2.316557744895226, 48.833041548789524], ""type"": ""Point""}";48.833041548789524, 2.316557744895226
Momentum Electric - Vélos électriques;64 rue d'Alesia;75014;Autre;non;Livraisons à domicile, Retrait de commandes en magasin;Une marque de vélos électriques fiable au tarif le plus bas;;http://www.momentumelectric.com;01 81 69 77 60;serviceclient@momentumelectric.com;"{""coordinates"": [2.326044918674641, 48.8281889590086], ""type"": ""Point""}";48.8281889590086, 2.326044918674641
Burger King;23, place de la République;75003;Restaurant ou traiteur;non;Livraisons à domicile, Retrait de commandes en magasin;Fondée en 1954 à Miami, BURGER KING® est aujourd’hui la 2e chaîne de burger au monde. Son succès repose sur un concept unique et un produit mythique, le WHOPPER®.;;https://www.burgerking.fr/commande/choix-retrait?restaurant=K0388;01 82 73 24 23;r.republique@burgerking.fr;"{""coordinates"": [2.3621086674494527, 48.8677965503019], ""type"": ""Point""}";48.8677965503019, 2.3621086674494527
Les bottes de 7 lieues;2 rue Duchefdelaville;75013;Restaurant ou traiteur;non;Livraisons à domicile, Retrait de commandes en magasin;;;<Nul>;07 81 95 59 79;ngios43@gmail.com;"{""coordinates"": [2.3707765146797133, 48.8325555865521], ""type"": ""Point""}";48.8325555865521, 2.3707765146797133
MIMKA;80 rue d'Avron;75020;Autre;non;Livraisons à domicile, Retrait de commandes en magasin;"Bienvenue chez Mimka ! Le mobilier pour petits espaces
Vous trouverez ici des idées de mobiliers et accessoires fonctionnels et tendances pour vous sentir bien chez vous,";Mobilier Décoration;https://www.mimka.fr;09 53 47 53 44;contact@mycreationdesign.com;"{""coordinates"": [2.404893699192717, 48.8523917226333], ""type"": ""Point""}";48.8523917226333, 2.404893699192717
La P'tite Mousse;29 rue de douai;75009;Caviste - Brasserie;non;Livraisons à domicile, Retrait de commandes en magasin;La P'tite Mousse est une cave spécialisée dans les bières artisanales. De la région ou du reste du monde, tous les goûts et les couleurs y sont représentés. Vente sur place ou en livraison;;https://www.laptitemousse.eu/;06 82 88 21 03;alexis.verlhac.75@gmail.com;"{""coordinates"": [2.3327686674822967, 48.88244830153535], ""type"": ""Point""}";48.88244830153535, 2.3327686674822967
bernard terrades;boites N°31 quai de la tournelle;75005;Librairie;non;Retrait de commandes en magasin;bouquiniste des quais de seine, spécialisé polar, science-fiction, cinéma, B.D.;;<Nul>;06 18 89 55 46;bernard.terrades.bouquiniste@orange.fr;"{""coordinates"": [2.3533181815391075, 48.85035166247779], ""type"": ""Point""}";48.85035166247779, 2.3533181815391075
Michel BOUETARD / sombrero75;13  Quai de la Tournelle Paris 5e - Retrait possible aussi au 40 Notre Dame de Lorette Paris 9e;75005;Librairie;non;Livraisons à domicile, Retrait de commandes en magasin;LIVRES;;http://www.sombrero75.com;06 13 17 10 79;michel.bouetard@sombrero75.com;"{""coordinates"": [2.355221181720387, 48.84976571283104], ""type"": ""Point""}";48.84976571283104, 2.355221181720387
Marso&co;16 rue vulpian;75013;Restaurant ou traiteur;non;Livraisons à domicile, Retrait de commandes en magasin;"La Méditerranée s'invite chez vous avec un offre Menu à 29E qui change chaque semaine, 
service 7/7 en take away ou livraison . 
La Team Marso vous attend!";;http://www.tomygousset.com;01 45 87 37 00;tomysurcourf@gmail.com;"{""coordinates"": [2.3463583045536844, 48.83171564433386], ""type"": ""Point""}";48.83171564433386, 2.3463583045536844
Chez Berbert;PLACE DU DIX HUIT JUIN 1940;75006;Restaurant ou traiteur;non;Livraisons à domicile;Restaurant;;;01 42 22 55 31;;"{""coordinates"": [2.323987766634468, 48.84409065227836], ""type"": ""Point""}";48.84409065227836, 2.323987766634468
La Maison Corp;24 boulevard Voltaire;75011;Alimentation générale et produits de première nécessité;non;Livraisons à domicile;;;;06 33 58 77 81;contact@lamaisoncorp.com;"{""coordinates"": [2.368155088514379, 48.864734979153326], ""type"": ""Point""}";48.864734979153326, 2.368155088514379
La tete dans les olives;2 rue sainte Marthe;75010;Épicerie fine;non;Livraisons à domicile;;;;09 51 31 33 34;;"{""coordinates"": [2.3708289030549783, 48.87345225331857], ""type"": ""Point""}";48.87345225331857, 2.3708289030549783
Coincas Michaël;29 rue de la tour d'Auvergne;75009;Primeur;non;Livraisons à domicile;;;;06 17 56 05 03;;"{""coordinates"": [2.3429104970432593, 48.879250634155774], ""type"": ""Point""}";48.879250634155774, 2.3429104970432593
Franprix;114 rue de Bagnolet;75020;Boucherie - charcuterie - rôtisserie;non;Livraisons à domicile;;;;06 13 90 76 60;yunwu920@hotmail.com;"{""coordinates"": [2.4036451127657292, 48.85986362893327], ""type"": ""Point""}";48.85986362893327, 2.4036451127657292
Mario Fahmi;39 Rue de Bretagne;75003;Primeur;non;Livraisons à domicile;;;;06 29 67 21 18;;"{""coordinates"": [2.362165381815246, 48.86289404290469], ""type"": ""Point""}";48.86289404290469, 2.362165381815246
EWAY VAPE;7 SQUARE ADANSON;75005;Caviste - Brasserie;non;Livraisons à domicile;Caviste spécialisé dans les spiritueux et leur association avec des produits de vape premium.;;https://maisondistiller.com;01 45 85 08 41;contact@ewayvape.com;"{""coordinates"": [2.3518184283488957, 48.83948428524189], ""type"": ""Point""}";48.83948428524189, 2.3518184283488957
Pharmacie Fouché;1 boulevard d'Indochine;75019;Pharmacies et parapharmacies;non;Livraisons à domicile;Application disponible : LeaderSanté;;;;pharmacie@fouche.fr;"{""coordinates"": [2.396772567060294, 48.883860115973604], ""type"": ""Point""}";48.883860115973604, 2.396772567060294
L'artisan du lait;70 rue Blanche;75009;Fromagerie;non;Livraisons à domicile;;;https://www.louloulaplanche.fr/;01 73 77 87 18;commande@artisandulait.fr;"{""coordinates"": [2.3316971608747528, 48.8814679082853], ""type"": ""Point""}";48.8814679082853, 2.3316971608747528
Eric Kayser;51 rue Mstislav Rostropovitch;75017;Boulangerie - pâtisserie;non;Livraisons à domicile;;;https://www.maison-kayser.com/fr/boulangeries/100001022-batignolles.html;01 42 63 91 62;;"{""coordinates"": [2.3114700409543474, 48.89057483544894], ""type"": ""Point""}";48.89057483544894, 2.3114700409543474
ENJOY;264 Boulevard Voltaire;75011;Boulangerie - pâtisserie;non;Livraisons à domicile;"Formules midi, pâtisseries, plats du jour, Chabbat complets
Commandes 24h avant de préférence
Cacher, sous le contrôle du Beth Din de Paris";;;07 66 80 60 00;contact.enjoytraiteur@gmail.com;"{""coordinates"": [2.392805976536842, 48.849984203423304], ""type"": ""Point""}";48.849984203423304, 2.392805976536842
LUCO;18 rue Lécuyer;75018;Alimentation générale et produits de première nécessité;non;Livraisons à domicile;Nous ne faisons que de la livraison à domicile, pas de magasin sur place.;;https://www.leluco.fr;06 98 88 41 65;pauline.guillorel@leluco.fr;"{""coordinates"": [2.344883917425026, 48.889405560890175], ""type"": ""Point""}";48.889405560890175, 2.344883917425026
Burger & Fries;1 boulevard de la bonne nouvelle;75002;Restaurant ou traiteur;non;Livraisons à domicile;Livraison Ubereats 7/7 de 11h30 à 14h30 et 18h30 à 22h30;;https://www.burger-fries.com;06 98 93 76 79;hugues@burger-fries.com;"{""coordinates"": [2.3522922531564476, 48.8695924220043], ""type"": ""Point""}";48.8695924220043, 2.3522922531564476
Ono Paris;53  rue de Charenton;75012;Primeur;non;Livraisons à domicile;Vos fruits et légumes BIO chez vous en 25 minutes du lundi au samedi;;https://www.ubereats.com/fr/paris/food-delivery/ono/CeRN9FpzT9qQpUu5Tj9aqA;;;"{""coordinates"": [2.372899880948883, 48.85089666551266], ""type"": ""Point""}";48.85089666551266, 2.372899880948883
Le Homard Parisien 4ème;21 rue Rambuteau;75004;Poissonnerie;non;Livraisons à domicile;Plateaux de fruits de mer , Poisson;;https://www.epicery.com/epiceries/homard-parisien-4eme;;mamarfranka@gmail.com;"{""coordinates"": [2.3547298473259044, 48.860719956102685], ""type"": ""Point""}";48.860719956102685, 2.3547298473259044
Le Lautrec Chocolatier;60 Rue du Roi de Sicile;75004;Boulangerie - pâtisserie;non;Livraisons à domicile;Chocolat;;https://www.epicery.com/epiceries/le-lautrec-chocolatier;;lelautrec.paris@gmail.com;"{""coordinates"": [2.3560832757261974, 48.85689682515563], ""type"": ""Point""}";48.85689682515563, 2.3560832757261974
Vinosfera;11 rue François Miron;75004;Caviste - Brasserie;non;Livraisons à domicile;Vins;;https://www.epicery.com/epiceries/vinosfera;;contact@vinosfera.fr;"{""coordinates"": [2.3568026389532655, 48.855820779442666], ""type"": ""Point""}";48.855820779442666, 2.3568026389532655
C'BIO;BD BLANQUI;75013;Primeur;non;Livraisons à domicile;Fruits et légumes issus de l'agriculture biologique;;;;c.bio@hotmail.fr;"{""coordinates"": [2.347227535530036, 48.83028733546414], ""type"": ""Point""}";48.83028733546414, 2.347227535530036
Le Touareg;228 rue de Charenton;75012;Restaurant ou traiteur;non;Livraisons à domicile;"Livraison en Direct 
Plat à emporter 
Deliveroo
Just eat
Ubereat";;;01 43 07 68 49;letouareg12@gmail.com;"{""coordinates"": [2.3883766182219017, 48.83987435576662], ""type"": ""Point""}";48.83987435576662, 2.3883766182219017
Le Stube Traiteur;31 Rue de Richelieu;75001;Boucherie - charcuterie - rôtisserie;non;Livraisons à domicile;Charcuterie;;https://www.epicery.com/epiceries/le-stube;;lestube@numericable.fr;"{""coordinates"": [2.336518965276792, 48.86519271138237], ""type"": ""Point""}";48.86519271138237, 2.336518965276792
Le mezze du chef Valmy;49 Rue des Vinaigriers;75010;Boucherie - charcuterie - rôtisserie;non;Livraisons à domicile;Epicerie;;https://www.epicery.com/epiceries/mezze-du-chef-10;;clairefa@hotmail.fr;"{""coordinates"": [2.3603712787329107, 48.873136956621785], ""type"": ""Point""}";48.873136956621785, 2.3603712787329107
Maison Delmontel Lévis;25 Rue de Lévis;75017;Boulangerie - pâtisserie;non;Livraisons à domicile;Bio;;https://www.epicery.com/epiceries/delmontel-levis;;direction.delmontel@gmail.com;"{""coordinates"": [2.3152579891925136, 48.882335316366074], ""type"": ""Point""}";48.882335316366074, 2.3152579891925136
Primeur Ethique clichy bio;173, Avenue de Clichy;75017;Primeur;non;Livraisons à domicile;Bio;;https://www.epicery.com/epiceries/primeur-ethique-bio;;contact@pommebio.fr,dewageneer.gregory@gmail.com;"{""coordinates"": [2.3164932154442255, 48.892570109688855], ""type"": ""Point""}";48.892570109688855, 2.3164932154442255
GROM;81 rue de Seine;75006;Restaurant ou traiteur;non;Livraisons à domicile;Glaces;;https://www.epicery.com/epiceries/grom;;l.fenelon@grom.it,c.sand@grom.it;"{""coordinates"": [2.3370724049156184, 48.85330166254976], ""type"": ""Point""}";48.85330166254976, 2.3370724049156184
Pâtisserie Michalak - Saint-Germain-des-Prés;8 rue du Vieux Colombier;75006;Boulangerie - pâtisserie;non;Livraisons à domicile;Chocolat;;https://www.epicery.com/epiceries/michalak-st-germain;;boutikstgermain@christophemichalak.com;"{""coordinates"": [2.3321320029180863, 48.85145394163724], ""type"": ""Point""}";48.85145394163724, 2.3321320029180863
Traiteur Grec Evi Evane;20 Rue Saint-Placide;75006;Boucherie - charcuterie - rôtisserie;non;Livraisons à domicile;Vins;;https://www.epicery.com/epiceries/evi-evane;;evievane@hotmail.fr;"{""coordinates"": [2.324868261458951, 48.849377018480524], ""type"": ""Point""}";48.849377018480524, 2.324868261458951
Boulangerie - pâtisserie Bretteau;31 avenue de la Motte-Picquet;75007;Boulangerie - pâtisserie;non;Livraisons à domicile;;;https://www.epicery.com/epiceries/Boulangerie - pâtisserie-bretteau;;Boulangerie - pâtisserie.bretteau@gmail.com;"{""coordinates"": [2.3070191375810776, 48.85502950151136], ""type"": ""Point""}";48.85502950151136, 2.3070191375810776
Le Jardin du Bac;74 Rue du Bac;75007;Primeur;non;Livraisons à domicile;Fromage;;https://www.epicery.com/epiceries/jardin-du-bac;;aidabens@live.fr;"{""coordinates"": [2.3249267052095104, 48.85543643617535], ""type"": ""Point""}";48.85543643617535, 2.3249267052095104
L'Escale Marine;41 Rue des Martyrs;75009;Poissonnerie;non;Livraisons à domicile;Plateaux de fruits de mer , Poisson;;https://www.epicery.com/epiceries/escale-marine;;klosbar3004@hotmail.fr;"{""coordinates"": [2.3399986320806683, 48.87967070503945], ""type"": ""Point""}";48.87967070503945, 2.3399986320806683
Boucherie du Square;77t Rue de la Tombe Issoire;75014;Boucherie - charcuterie - rôtisserie;non;Livraisons à domicile;Charcuterie, Viande;;https://www.epicery.com/epiceries/boucherie-du-square;;lbc91610@gmail.com,tophy94@hotmail.com;"{""coordinates"": [2.3328242684373737, 48.82812131962506], ""type"": ""Point""}";48.82812131962506, 2.3328242684373737
Les 3B77;boulevard Raspail;75006;Primeur;non;Livraisons à domicile;"Primeur BIO sur les marchés. 
Fruits, légumes, pain, épicerie. 
Commandes en ligne toute les fins de semaine du vendredi midi au lundi midi.";;http://www.les3b77.fr/mercuriale;;contact@les3b77.fr;"{""coordinates"": [2.328381046544257, 48.84652538834129], ""type"": ""Point""}";48.84652538834129, 2.328381046544257
